isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9780435124780.0,Katherine Paterson,1978.0,The Great Gilly Hopkins,eng,3.83,0,631
9780553819880.0,Richelle Mead,2008.0,Thorn Queen (Dark Swan   #2),en-GB,4.12,1,1231
9781400066220.0,Tracy Kidder,2000.0,Strength in What Remains: A Journey of Remembrance and Forgiveness,eng,4.01,1,601
9780525952280.0,Harlan Coben,2012.0,Stay Close,eng,3.87,0,1320
9780439796640.0,Michael Morpurgo,1982.0,War Horse (War Horse   #1),eng,4.13,0,1100
9780439925500.0,Brandon Sanderson,2007.0,Alcatraz Versus the Evil Librarians (Alcatraz   #1),eng,3.87,0,1406
9781416914180.0,D.J. MacHale,2008.0,Raven Rise (Pendragon   #9),en-US,4.2,0,1197
9780061119060.0,Lemony Snicket   Brett Helquist,2006.0,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),en-GB,4.28,0,759
9780553266310.0,Frederick Forsyth,1971.0,The Day of the Jackal,eng,4.25,1,851
9780140367360.0,E. Nesbit,1902.0,Five Children and It (Five Children   #1),eng,3.88,1,1116
9781857230310.0,Iain M. Banks,1993.0,Against a Dark Background,en-GB,4.09,1,1233
9780060987110.0,Gregory Maguire   Douglas Smith,1995.0,Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years   #1),eng,3.52,1,1241
9780140439240.0,Alexandre Dumas   Francine du Plessix Gray   Joachim Neugroschel,1850.0,The Man in the Iron Mask (The D'Artagnan Romances   #3.3),eng,3.97,0,1498
9780226458080.0,Thomas S. Kuhn,1962.0,The Structure of Scientific Revolutions,eng,3.98,0,1270
9780670062270.0,Alison Goodman,2008.0,Eon: Dragoneye Reborn (Eon   #1),en-US,3.98,1,1006
9780062048510.0,Anna Carey,2011.0,Eve (Eve   #1),en-US,3.69,0,513
9781477808700.0,Blake Crouch,2013.0,Wayward (Wayward Pines   #2),eng,4.12,0,1157
9781580495870.0,Stephen Crane,1871.0,The Red Badge of Courage,eng,3.21,1,919
9781400078370.0,Natsuo Kirino   Stephen Snyder,1997.0,Out,eng,3.93,0,826
9781439165640.0,Richard C. Morais,2008.0,The Hundred-Foot Journey,en-US,3.54,1,876
9780553588070.0,Lisa Gardner,2006.0,Gone (Quincy & Rainie   #5),eng,4.18,1,1476
9780451199900.0,Agatha Christie,1952.0,They Do It with Mirrors (Miss Marple   #6),eng,3.74,0,585
9781598184310.0,Jack London,1904.0,The Sea Wolf,eng,4.01,1,1377
9780316017920.0,Malcolm Gladwell,2008.0,Outliers: The Story of Success,en-US,4.11,0,608
9780312934350.0,Sherrilyn Kenyon,2006.0,Dark Side of the Moon (Dark-Hunter #9   Were-Hunter #3),en-US,4.15,1,1295
9780452274430.0,Julia Alvarez,1994.0,In the Time of the Butterflies,eng,4.13,1,1468
9780553807720.0,Dean Koontz,2010.0,What the Night Knows,eng,3.74,1,931
9780316206850.0,Robert Galbraith   J.K. Rowling,2013.0,The Cuckoo's Calling (Cormoran Strike   #1),en-US,3.83,0,1333
9780674430010.0,Thomas Piketty   Arthur Goldhammer,2013.0,Capital in the Twenty-First Century,eng,4.01,1,1120
9781590597150.0,Jessica Livingston,2001.0,Founders at Work: Stories of Startups' Early Days,en-US,3.94,0,1093
9781937044960.0,Jennifer Probst,2012.0,The Marriage Bargain (Marriage to a Billionaire   #1),eng,3.81,1,554
9781476756660.0,Matthew  Thomas,2014.0,We Are Not Ourselves,eng,3.7,1,528
9780749934170.0,J.D. Robb,1999.0,Conspiracy in Death (In Death   #8),eng,4.35,1,771
9781585425650.0,James Allen,1902.0,As a Man Thinketh,eng,4.29,1,1401
9780349102630.0,Bohumil Hrabal,1976.0,Too Loud a Solitude,eng,4.17,1,715
9780446694540.0,Joshilyn Jackson,2005.0,Gods in Alabama,en-US,3.86,0,1329
9780345476980.0,Tess Gerritsen,2006.0,Vanish (Rizzoli & Isles   #5),en-US,4.13,1,990
9781414310600.0,Dee Henderson,2002.0,The Healer (O'Malley #5),eng,4.4,1,500
9780060890680.0,Liane Moriarty,2006.0,The Last Anniversary,eng,3.72,1,1445
9780312947060.0,Sherrilyn Kenyon,2007.0,Upon the Midnight Clear (Dark-Hunter #12   Dream-Hunter #2),eng,4.0,0,807
9781771641490.0,Giulia Enders   Jill Enders,2014.0,Gut: The Inside Story of Our Body’s Most Underrated Organ,eng,3.99,1,1472
9781479207120.0,Amy A. Bartol,2012.0,Incendiary (The Premonition   #4),en-US,4.43,1,937
9780060080850.0,Ira Levin,1972.0,The Stepford Wives,eng,3.71,0,806
9781607515420.0,Julie Klassen,2008.0,The Apothecary's Daughter,eng,3.79,0,963
9781585421470.0,Julia Cameron,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89,1,547
9780385425130.0,Ben Okri,1991.0,The Famished Road,eng,3.73,0,716
9781416505070.0,Matthew Reilly,2005.0,Seven Deadly Wonders (Jack West Jr   #1),eng,4.08,1,1463
9780060958020.0,Joanne Harris,2001.0,Five Quarters of the Orange,eng,3.83,1,919
9780061930060.0,Conor Grennan,2010.0,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,en-US,4.25,1,1228
9780060572980.0,Kim Harrison,2005.0,The Good   the Bad   and the Undead (The Hollows   #2),en-US,4.26,1,763
9780385333790.0,Kurt Vonnegut Jr.,1952.0,Player Piano,eng,3.85,0,1115
9781416963980.0,Holly Black   Eliza Wheeler,2013.0,Doll Bones,eng,3.7,1,640
9780062049870.0,Tessa Dare,2012.0,A Week to Be Wicked (Spindle Cove   #2),eng,4.12,0,617
9780872206340.0,Plato   G.M.A. Grube   John M. Cooper,-385.0,Five Dialogues: Euthyphro   Apology   Crito   Meno   Phaedo,eng,4.1,1,1340
9780385732080.0,E. Lockhart,2005.0,The Boyfriend List: 15 Guys   11 Shrink Appointments   4 Ceramic Frogs and Me   Ruby Oliver (Ruby Oliver   #1),en-US,3.49,0,1016
9781419702240.0,Jeff Kinney,2010.0,Cabin Fever (Diary of a Wimpy Kid   #6),eng,4.21,0,1429
9780060878140.0,Alaa Al Aswany   علاء الأسواني,2002.0,The Yacoubian Building,eng,3.65,0,767
9781593072940.0,Frank Miller,1993.0,Sin City   Vol. 2: A Dame to Kill For (Sin City   #2),eng,4.16,0,955
9781400064280.0,Chip Heath   Dan Heath,2006.0,Made to Stick: Why Some Ideas Survive and Others Die,en-US,3.97,0,1068
9780062491790.0,Ann Patchett,2016.0,Commonwealth,eng,3.84,0,1350
9781400078970.0,Tom Holland,2003.0,Rubicon: The Last Years of the Roman Republic,eng,4.17,0,1255
9780446699460.0,Joshilyn Jackson,2006.0,Between   Georgia,en-US,3.87,1,1289
9780425213610.0,Shayla Black,2007.0,Wicked Ties (Wicked Lovers   #1),en-US,3.97,0,1246
9780380721640.0,Nevada Barr,1993.0,Track of the Cat (Anna Pigeon   #1),en-GB,3.86,0,861
9780749934390.0,J.D. Robb,2001.0,Seduction in Death (In Death   #13),eng,4.3,0,1283
9780062081900.0,Sara Shepard,2012.0,Stunning (Pretty Little Liars   #11),en-US,3.95,1,1477
9780374173950.0,Lars Kepler   Ann Long,2009.0,The Hypnotist (Joona Linna   #1),eng,3.63,1,660
9780739380340.0,Rick Riordan,2009.0,The Last Olympian (Percy Jackson and the Olympians   #5),eng,4.5,0,1411
9780743406570.0,Chuck Klosterman,2001.0,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,en-US,3.8,1,933
9781841499000.0,Mira Grant,2012.0,Blackout (Newsflesh Trilogy   #3),eng,4.11,1,1206
9781606841750.0,Ilsa J. Bick,2011.0,Ashes (Ashes Trilogy   #1),eng,3.94,0,721
9780385334240.0,Kurt Vonnegut Jr.,1976.0,Slapstick   or Lonesome No More!,eng,3.87,1,786
9780553804910.0,Daniel Goleman,1995.0,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,1,1123
9780060891280.0,Joseph Delaney   Patrick  Arrasmith,2007.0,Attack of the Fiend (The Last Apprentice / Wardstone Chronicles   #4),eng,4.19,1,1453
9780450040180.0,Stephen King,1977.0,The Shining (The Shining #1),eng,4.17,1,1366
9781401340900.0,Katherine Howe,2009.0,The Physick Book of Deliverance Dane,en-US,3.7,1,588
9780062064230.0,Margot Livesey,2012.0,The Flight of Gemma Hardy,eng,3.59,0,681
9780765330420.0,Brandon Sanderson,2011.0,The Alloy of Law (Mistborn   #4),eng,4.2,0,1463
9781451621370.0,Susannah Cahalan,2012.0,Brain on Fire: My Month of Madness,eng,4.0,1,1076
9780425205950.0,Agatha Christie,1936.0,Cards on the Table (Hercule Poirot   #15),eng,3.9,1,910
9780373776570.0,Gena Showalter,2012.0,The Darkest Seduction (Lords of the Underworld #9),eng,4.35,1,1206
9781932100660.0,T. Colin Campbell   Thomas M. Campbell II,2001.0,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet   Weight Loss   And Long-term Health,en-GB,4.21,1,804
9780385338710.0,Sophie Kinsella,2007.0,Shopaholic & Baby (Shopaholic   #5),eng,3.77,0,853
9780670024970.0,Philip Pullman   Jacob Grimm   Wilhelm Grimm,2012.0,Fairy Tales from the Brothers Grimm: A New English Version,eng,4.11,0,1271
9780515126780.0,Nora Roberts,1999.0,Jewels of the Sun (Gallaghers of Ardmore   #1),en-US,4.22,1,1200
9781416903540.0,Ellen Hopkins,2006.0,Burned (Burned   #1),en-US,4.24,0,1229
9780143037580.0,Søren Kierkegaard   Alastair Hannay,1843.0,Fear and Trembling,eng,4.01,1,838
9780586203190.0,Arthur C. Clarke,1987.0,2061: Odyssey Three (Space Odyssey   #3),eng,3.52,1,1482
9780765302300.0,Robert Jordan   Brandon Sanderson,2009.0,The Gathering Storm (Wheel of Time   #12),eng,4.34,1,907
9781905802490.0,Tan Twan Eng,2011.0,The Garden of Evening Mists,eng,4.08,1,744
9780385720920.0,Chuck Palahniuk,2001.0,Choke,eng,3.69,0,1452
9780809051010.0,Tim Hamilton   Ray Bradbury,2009.0,Fahrenheit 451: The Authorized Adaptation,eng,3.92,0,1386
9781416983100.0,Christopher Pike,2010.0,Thirst No. 2: Phantom   Evil Thirst   and Creatures of Forever (Thirst   #2),en-US,4.06,1,1422
9780316067590.0,Marcus Luttrell   Patrick Robinson,2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,4.34,1,601
9780140283300.0,Don DeLillo,1985.0,White Noise,eng,3.86,1,1372
9780440236920.0,Danielle Steel,1987.0,Kaleidoscope,fre,3.88,1,849
9780767915300.0,J. Maarten Troost,2003.0,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,eng,3.87,0,1367
9781451686630.0,Lisa Lutz,2016.0,The Passenger,eng,3.71,0,716
9780316036220.0,James Patterson   Michael Ledwidge,2010.0,Worst Case (Michael Bennett   #3),eng,4.0,1,931
9781596430690.0,Nick Bruel,2005.0,Bad Kitty,en-US,4.18,0,1086
9780385494230.0,Erin Gruwell   Zlata Filipović   The Freedom Writers,1999.0,The Freedom Writers Diary,eng,4.09,1,1329
9780374504650.0,Flannery O'Connor   Robert Fitzgerald,1965.0,Everything That Rises Must Converge: Stories,eng,4.27,0,823
9780425208140.0,Dick Winters   Cole C. Kingseed,2006.0,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng,4.24,1,951
9780395083630.0,Adolf Hitler,1925.0,Mein Kampf,en-US,3.13,0,962
9781250054050.0,Oprah Winfrey,2014.0,What I Know for Sure,eng,4.12,0,1168
9780618001900.0,Adam Hochschild,1998.0,King Leopold's Ghost,en-US,4.15,1,1414
9780061159180.0,Edward P. Jones,2003.0,The Known World,eng,3.82,1,793
9780060519540.0,Scott Westerfeld,2004.0,The Secret Hour (Midnighters   #1),eng,3.8,0,848
9780553816720.0,Nicholas Sparks,1996.0,The Notebook (The Notebook   #1),eng,4.06,1,842
9781594745770.0,Ben H. Winters,2012.0,The Last Policeman (The Last Policeman   #1),eng,3.76,1,1393
9780316043960.0,N.K. Jemisin,2010.0,The Broken Kingdoms (Inheritance   #2),eng,4.04,0,1314
9780413774030.0,Anton Chekhov   Tom    Murphy,1904.0,The Cherry Orchard,eng,3.68,0,700
9780312537400.0,Blake Crouch,2009.0,Abandon,en-US,3.74,1,1352
9781462003920.0,Julie Hockley,2011.0,Crow's Row (Crow's Row   #1),eng,4.11,1,866
9780374266520.0,Jostein Gaarder   Sarah Jane Hails,1990.0,The Solitaire Mystery: A Novel About Family and Destiny,eng,4.16,0,1275
9780393065790.0,Lawrence Hill,2007.0,Someone Knows My Name,eng,4.44,1,659
9780553278220.0,Ray Bradbury,1950.0,The Martian Chronicles,en-US,4.12,0,686
9780062198890.0,Patricia Harman,2012.0,The Midwife of Hope River,eng,4.0,0,1289
9781555838540.0,Leslie Feinberg,1993.0,Stone Butch Blues,en-US,4.27,1,614
9780393068570.0,David Small,2009.0,Stitches,eng,4.03,0,1264
9780744583270.0,E.L. Konigsburg,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,1,1020
9780316236540.0,Ed Emberley,1992.0,Go Away   Big Green Monster!,eng,4.21,1,854
9780515141660.0,Nora Roberts,2006.0,Morrigan's Cross (Circle Trilogy   #1),eng,4.14,0,772
9781594634710.0,Elizabeth Gilbert,2015.0,Big Magic: Creative Living Beyond Fear,eng,3.9,1,1050
9780316067930.0,Stephenie Meyer,2008.0,Breaking Dawn (Twilight   #4),en-US,3.7,1,865
9780312274920.0,Tony Hawks,1997.0,Round Ireland with a Fridge,en-US,3.78,1,1187
9780061935110.0,Sophie Jordan,2011.0,Vanish (Firelight   #2),en-US,3.95,0,736
9780451228220.0,J.R. Ward,2009.0,Covet (Fallen Angels   #1),eng,3.89,0,644
9780525951650.0,Ken Follett,2010.0,Fall of Giants (The Century Trilogy   #1),eng,4.26,0,902
9780739455840.0,Jeffery Deaver,2005.0,The Twelfth Card (Lincoln Rhyme   #6),eng,3.98,0,1456
9780385513530.0,David Grann,2009.0,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,eng,3.86,1,815
9780751565360.0,John Tiffany   Jack Thorne   J.K. Rowling,2016.0,Harry Potter and the Cursed Child - Parts One and Two (Harry Potter   #8),eng,3.75,1,1229
9780312361270.0,Madeleine Wickham,1998.0,The Gatecrasher,en-GB,3.24,0,1313
9781401205010.0,Brian K. Vaughan   Pia Guerra   Goran Sudžuka   José Marzán Jr.,2005.0,Y: The Last Man   Vol. 6: Girl on Girl (Y: The Last Man   #6),eng,4.21,1,1352
9780316926060.0,Evelyn Waugh,1934.0,A Handful of Dust,en-US,3.92,1,740
9781455520660.0,Nicholas Sparks,2012.0,The Longest Ride,eng,4.14,1,1289
9780553299500.0,Isaac Asimov,1983.0,The Robots of Dawn (Robot #3),eng,4.13,0,1487
9780689852240.0,Nancy Farmer,2002.0,The House of the Scorpion (Matteo Alacran   #1),eng,4.1,0,963
9780553816330.0,Laurell K. Hamilton,2004.0,Seduced by Moonlight (Merry Gentry   #3),eng,4.05,0,922
9780446615620.0,David Baldacci,2005.0,The Camel Club (Camel Club   #1),eng,4.02,0,845
9780525444440.0,A.A. Milne   Ernest H. Shepard,1928.0,The House at Pooh Corner (Winnie-the-Pooh   #2),en-US,4.36,1,1181
9780316068050.0,Stephenie Meyer,2008.0,The Host (The Host   #1),en-US,3.84,1,1399
9780316253020.0,Chris Hadfield,2013.0,An Astronaut's Guide to Life on Earth,eng,4.14,1,1237
9780441015890.0,Charlaine Harris,2008.0,From Dead to Worse (Sookie Stackhouse   #8),eng,4.01,1,1145
9780552998760.0,Armistead Maupin,1978.0,Tales of the City (Tales of the City   #1),eng,4.06,0,802
9782290032050.0,Arthur C. Clarke   Gentry Lee,1989.0,Rama II (Rama   #2),fre,3.66,0,1064
9780385350850.0,Cristina Henriquez,2014.0,The Book of Unknown Americans,eng,3.85,0,582
9780312348670.0,Emily Giffin,2008.0,Love the One You're With,en-US,3.7,0,596
9780062101310.0,Lynsay Sands   Jeaniene Frost,2011.0,The Bite Before Christmas (Argeneau   #15.5; Night Huntress   #6.5),eng,4.16,1,1137
9780316127260.0,Daniel Handler   Maira Kalman,2011.0,Why We Broke Up,eng,3.49,1,1185
9781609089470.0,Julianne Donaldson,2012.0,Edenbrooke (Edenbrooke   #1),eng,4.34,0,1130
9781250049550.0,Rainbow Rowell,2015.0,Carry On,eng,4.19,0,1117
9780679751530.0,John Berendt,1994.0,Midnight in the Garden of Good and Evil,eng,3.9,0,1283
9780060588280.0,Kevin Henkes,2004.0,Kitten's First Full Moon,eng,4.07,1,1263
9780446696520.0,Nicholas Sparks,2003.0,True Believer (Jeremy Marsh & Lexie Darnell   #1),en-US,3.8,1,1439
9780099267550.0,Kurt Vonnegut Jr.,1997.0,Timequake,eng,3.71,1,1396
9781841497130.0,Kelley Armstrong,2010.0,The Reckoning (Darkest Powers   #3),en-GB,4.21,1,1249
9781607066930.0,Brian K. Vaughan   Fiona Staples,2013.0,Saga   Vol. 2 (Saga   #2),eng,4.57,0,1266
9780765347760.0,Orson Scott Card,1987.0,Seventh Son (Tales of Alvin Maker   #1),eng,3.86,0,1453
9780440242950.0,Diana Gabaldon,1991.0,Outlander (Outlander   #1),eng,4.2,1,727
9780316084250.0,Yana Toboso   Tomo Kimura,2007.0,Black Butler   Vol. 2 (Black Butler   #2),eng,4.48,1,803
9780060589460.0,Robert M. Pirsig,1974.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,3.76,0,794
9780312358340.0,Tom Perrotta,2011.0,The Leftovers,en-US,3.38,1,955
9780545324090.0,Gordon Korman,2011.0,The Medusa Plot (39 Clues: Cahills vs. Vespers   #1),eng,4.07,1,520
9780140568200.0,Roald Dahl   Quentin Blake,1985.0,The Giraffe and the Pelly and Me,eng,3.8,1,1206
9780373774520.0,Susan Mallery,2010.0,Chasing Perfect (Fool's Gold   #1),eng,3.89,0,1134
9780061340640.0,Ann Patchett,2007.0,Run,eng,3.53,0,1436
9781936305630.0,Sylvain Reynard,2011.0,Gabriel's Inferno (Gabriel's Inferno   #1),eng,4.02,1,986
9780393971670.0,Honoré de Balzac,1834.0,Père Goriot,en-US,3.82,1,662
9780312144070.0,Gail Tsukiyama,1994.0,The Samurai's Garden,en-US,4.12,1,1061
9780440995780.0,Elizabeth George Speare,1958.0,The Witch of Blackbird Pond,en-US,3.97,0,692
9781401235410.0,Scott Snyder   Greg Capullo   Jonathan Glapion,2012.0,Batman   Volume 1: The Court of Owls,eng,4.3,1,776
9781573227960.0,Iain Pears,1997.0,An Instance of the Fingerpost,eng,3.93,1,612
9780451190530.0,Stephen King,1996.0,The Green Mile   Part 2: The Mouse on the Mile,eng,4.47,1,1457
9780441018530.0,Ilona Andrews,2010.0,Magic Bleeds (Kate Daniels   #4),eng,4.46,0,1471
9782723495620.0,Sui Ishida   石田 スイ,2012.0,Tokyo Ghoul   tome 1 (Tokyo Ghoul   #1),fre,4.43,0,1168
9780152053110.0,Jennifer Donnelly,2003.0,A Northern Light,en-US,3.83,1,798
9780140431960.0,Thomas Hobbes   C.B. Macpherson,1651.0,Leviathan,eng,3.66,1,821
9780743233490.0,Kathy Reichs,2006.0,Break No Bones (Temperance Brennan   #9),en-US,3.95,1,1132
9782246760020.0,Laurent Binet,2009.0,HHhH,fre,4.07,1,1462
9781599908440.0,Trish Doller,2012.0,Something like Normal,eng,3.81,0,1193
9781594747360.0,Ransom Riggs,2014.0,Hollow City (Miss Peregrine’s Peculiar Children   #2),eng,4.07,1,1105
9780451222380.0,Rachel Caine,2007.0,Midnight Alley (The Morganville Vampires   #3),eng,4.11,0,623
9781841959150.0,Kate Grenville,2005.0,The Secret River,eng,3.79,0,953
9781600108860.0,Joe Hill   Gabriel Rodríguez,2011.0,Locke & Key   Vol. 4: Keys to the Kingdom,eng,4.44,1,1477
9780545060390.0,Rick Riordan,2008.0,The Maze of Bones  (The 39 Clues   #1),eng,3.83,1,1326
9780679725310.0,Vladimir Nabokov,1936.0,Invitation to a Beheading,eng,3.94,1,821
9780582418170.0,Stephen King   Robin A.H. Waterfield,1982.0,The Body,eng,4.26,1,1273
9780886773790.0,Mercedes Lackey,1987.0,Arrows of the Queen (Heralds of Valdemar   #1),en-US,4.16,0,634
9781451617790.0,Jennifer Weiner,2014.0,All Fall Down,eng,3.61,1,1370
9780385152140.0,William Blake   David V. Erdman   Harold Bloom,1965.0,The Complete Poetry and Prose,en-US,4.23,0,978
9780553807240.0,Lisa Gardner,2010.0,Live to Tell (Detective D.D. Warren   #4),eng,4.18,1,553
9781593078220.0,Joss Whedon   Georges Jeanty,2007.0,Buffy the Vampire Slayer: The Long Way Home (Season 8   #1),en-CA,3.96,0,876
9780375703870.0,Zadie Smith,2002.0,The Autograph Man,eng,3.14,1,1493
9780064401750.0,Michelle Magorian,1981.0,Good Night   Mr. Tom,eng,4.28,0,907
9780593065710.0,Lee Child,2011.0,The Affair (Jack Reacher   #16),eng,4.11,0,1077
9780142501560.0,Sarah Dessen,2002.0,This Lullaby,eng,4.03,0,998
9781591169280.0,Arina Tanemura   Tomo Kimura,2001.0,Full Moon o Sagashite   Vol. 1,eng,4.06,1,729
9780618585330.0,Laura Whitcomb,2005.0,A Certain Slant of Light (Light   #1),en-US,3.83,0,690
9780060096120.0,Meg Cabot,2003.0,Princess in Pink (The Princess Diaries   #5),eng,3.69,0,526
9780670016780.0,Sally Green,2014.0,Half Bad (The Half Bad Trilogy   #1),eng,3.8,0,693
9781442413340.0,John Corey Whaley,2011.0,Where Things Come Back,eng,3.81,1,1253
9781593072960.0,Frank Miller,1994.0,Sin City   Vol. 3: The Big Fat Kill (Sin City   #3),en-US,4.1,0,690
9780425272350.0,Joanna Wylde,2014.0,Devil's Game (Reapers MC   #3),eng,4.3,0,532
9781479359080.0,Karina Halle,2013.0,Sins & Needles (The Artists Trilogy   #1),eng,3.98,0,969
9780385496090.0,Anne Lamott,1999.0,Traveling Mercies: Some Thoughts on Faith,en-CA,4.15,0,709
9780385523230.0,Sara Gruen,2015.0,At the Water's Edge,eng,3.65,1,900
9780804138820.0,Herman Koch,2011.0,Summer House with Swimming Pool,eng,3.39,0,543
9780689865380.0,Scott Westerfeld,2005.0,Uglies (Uglies   #1),eng,3.86,0,1441
9781416554950.0,Melissa Anelli   J.K. Rowling,2008.0,Harry   a History: The True Story of a Boy Wizard   His Fans   and Life Inside the Harry Potter Phenomenon,en-US,4.09,1,976
9780142400010.0,Laurie Halse Anderson,2002.0,Catalyst,en-US,3.62,1,1042
9780671727800.0,Alice Walker,1982.0,The Color Purple,eng,4.17,0,1409
9780679729780.0,Art Spiegelman,1991.0,Maus II: A Survivor's Tale: And Here My Troubles Began (Maus   #2),eng,4.41,1,922
9780316160210.0,Stephenie Meyer,2007.0,Eclipse (Twilight   #3),en-US,3.69,0,785
9780061148510.0,Sylvia Plath,1963.0,The Bell Jar,en-US,3.98,1,837
9780375727140.0,Ann Packer,2002.0,The Dive From Clausen's Pier,eng,3.41,1,777
9780061241900.0,Robert B. Cialdini,1984.0,Influence: The Psychology of Persuasion,eng,4.18,0,1250
9781559360620.0,Tony Kushner,1992.0,Angels in America   Part One: Millennium Approaches,en-US,4.27,0,1327
9780743247540.0,Jeannette Walls,2005.0,The Glass Castle,eng,4.24,0,949
9780789154800.0,Kate Chopin,1894.0,The Story of an Hour,eng,4.08,1,1245
9780486414230.0,Oscar Wilde,1893.0,An Ideal Husband,en-US,4.03,0,725
9781741664480.0,John Flanagan,2011.0,The Emperor of Nihon-Ja (Ranger's Apprentice   #10),eng,4.42,0,1195
9780316601960.0,Anita Shreve,1998.0,The Pilot's Wife,eng,3.5,0,965
9780064410940.0,E.B. White   Garth Williams   Rosemary Wells,1952.0,Charlotte's Web,eng,4.15,0,963
9780500237520.0,H.W. Janson   Anthony F. Janson,1962.0,History of Art,eng,3.8,1,647
